"Ligand: Unnamed
"
Pharma Model,Num Feature,Fit,Norm Fit,zscore,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,Idication,,,,"
"
1f86_v,3,2.979,0.9931,2.0804,3,0,0,0,0,0,Transthyretin,TRANSPORT PROTEIN,TTHY_HUMAN,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain.,"Defects in TTR are the cause of amyloidosis type 1 (AMYL1) [MIM:176300]. AMYL1 is a hereditary generalized amyloidosis due to transthyretin amyloid deposition. Protein fibrils can form in different tissues leading to amyloid polyneuropathies, amyloidotic cardiomyopathy, carpal tunnel syndrome, systemic senile amyloidosis.;Defects in TTR are the cause of amyloidosis type 7 (AMYL7) [MIM:105210]; also known as leptomeningeal amyloidosis or meningocerebrovascular amyloidosis. AMYL7 is a form of hereditary transthyretin amyloidosis characterized by primary involvement of the central nervous system. Neuropathologic examination shows amyloid in the walls of leptomeningeal vessels, in pia arachnoid, and subpial deposits. Some patients also develop vitreous amyloid deposition that leads to visual impairment (oculoleptomeningeal amyloidosis). Clinical features include seizures, stroke-like episodes, dementia, psychomotor deterioration, variable amyloid deposition in the vitreous humor. Mild systemic amyloidosis may occurr.;Defects in TTR are a cause of hyperthyroxinemia [MIM:176300].",NONE,,,,"
"
1pmv_v,3,2.963,0.9876,1.94538,2,1,0,0,0,0,Mitogen-activated protein kinase 10,TRANSFERASE,MK10_HUMAN,"Responds to activation by environmental stress and pro- inflammatory cytokines by phosphorylating a number of transcription factors, primarily components of AP-1 such as c-Jun and ATF2 and thus regulates AP-1 transcriptional activity. Required for stress-",A chromosomal rearrangement involving MAPK10 is a cause of epileptic encephalopathy Lennox-Gastaut type [MIM:606369]. Translocation t(Y;4)(q11.2;q21) which causes MAPK10 truncation. Epileptic encephalopathies of the Lennox-Gastaut group are childhood epileptic disorders characterized by severe psychomotor delay and seizures.,Central nervous system disease;Inflammation;Pulmonary fibrosis;Ischemia;Cerebrovascular ischemia;Neurodegenerative disease,,,,"
"
1f40_v,3,2.839,0.9462,1.47994,3,0,0,0,0,0,Peptidyl-prolyl cis-trans isomerase FKBP1A,ISOMERASE,FKB1A_HUMAN,"May play a role in modulation of ryanodine receptor isoform-1 (RYR-1), a component of the calcium release channel of skeletal muscle sarcoplasmic reticulum. There are four molecules of FKBP12 per skeletal muscle RYR. PPIases accelerate the folding of prot",NONE,NONE,,,,"
"
1q8m_v,3,2.836,0.9453,1.34382,1,2,0,0,0,0,Triggering receptor expressed on myeloid cells 1,NONE,Q9NP99,Involved in immune triggering activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
2jbp_v,3,2.747,0.9156,1.02318,3,0,0,0,0,0,MAP kinase-activated protein kinase 2,NONE,P49137,Involved in protein kinase activity,NONE,NONE,,,,"
"
1bm6_v,3,2.721,0.907,0.878823,2,1,0,0,0,0,Stromelysin-1,METALLOPROTEASE,MMP3_HUMAN,"Can degrade fibronectin, laminin, gelatins of type I, III, IV, and V; collagens III, IV, X, and IX, and cartilage proteoglycans. Activates procollagenase.",NONE,NONE,,,,"
"
2bk5_v,3,2.613,0.871,0.843382,1,1,1,0,0,0,Amine oxidase [flavin-containing] B,OXIDOREDUCTASE,AOFB_HUMAN,Catalyzes the oxidative deamination of biogenic and xenobiotic amines and has important functions in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral tissues. MAOB preferentially degrades benzylamine and phe,NONE,Alzheimers disease;Cocaine addiction;Major depressive disorder;Epilepsy;Neurodegenerative disease;Attention deficit hyperactivity disorder;Head injury;Parkinsons disease;Dementia;Nicotine dependence;Cerebrovascular ischemia,,,,"
"
1muo_v,3,2.609,0.8696,0.752816,0,2,1,0,0,0,Serine/threonine-protein kinase 6,TRANSFERASE,STK6_HUMAN,"May play a role in cell cycle regulation during anaphase and/or telophase, in relation to the function of the centrosome/spindle pole region during chromosome segregation. May be involved in microtubule formation and/or stabilization. May play a key role ",Defects in AURKA are responsible for numerical centrosome aberrations including aneuploidy.,Pancreas tumor;Cancer;Solid tumor,,,,"
"
1lyw_v,3,2.599,0.8664,0.706829,1,2,0,0,0,0,Cathepsin D,ASPARTIC PROTEASE,CATD_HUMAN,Acid protease active in intracellular protein breakdown. Involved in the pathogenesis of several diseases such as breast cancer and possibly Alzheimer disease.,"Defects in CTSD are the cause of neuronal ceroid lipofuscinosis 10 (CLN10) [MIM:610127]; also known as neuronal ceroid lipofuscinosis due to cathepsin D deficiency. The neuronal ceroid lipofuscinosis are a group of progressive neurodegenerative diseases in children and in adults, characterized by visual and mental decline, motor disturbance, epilepsy and behavioral changes.",NONE,,,,"
"
1rs0_v,3,2.523,0.8411,0.202848,2,1,0,0,0,0,Complement factor B,HYDROLASE,CFAB_HUMAN,"Factor B which is part of the alternate pathway of the complement system is cleaved by factor D into 2 fragments: Ba and Bb. Bb, a serine protease, then combines with complement factor 3b to generate the C3 or C5 convertase. It has also been implicated in",NONE,NONE,,,,"
"
1uki_v,3,2.499,0.833,0.129546,2,1,0,0,0,0,Mitogen-activated protein kinase 8,TRANSFERASE,MK08_HUMAN,"Responds to activation by environmental stress and pro- inflammatory cytokines by phosphorylating a number of transcription factors, primarily components of AP-1 such as JUN, JDP2 and ATF2 and thus regulates AP-1 transcriptional activity. In T-cells, JNK1;JNK1 isoforms display different binding patterns: beta-1 preferentially binds to c-Jun, whereas alpha-1, alpha-2, and beta- 2 have a similar low level of binding to both c-Jun or ATF2. However, there is no correlation between binding and phosphorylation, ",NONE,Psoriasis;Asthma;Cancer;Neurodegenerative disease;Inflammation;Liver disease;Acute myelogenous leukemia;Diabetes mellitus;Pulmonary fibrosis;Ischemia,,,,"
"
1xlv_v,3,2.467,0.8225,0.414012,1,2,0,0,0,0,Cholinesterase,HYDROLASE,CHLE_HUMAN,NONE,"Defects in BCHE are the cause of butyrylcholinesterase deficiency (BChE deficiency) [MIM:177400]. BChE deficiency is a metabolic disorder characterized by prolonged apnoea after the use of certain anesthetic drugs, including the muscle relaxants succinylcholine or mivacurium and other ester local anesthetics. The duration of the prolonged apnoea varies significantly depending on the extent of the enzyme deficiency. BChE deficiency is a multifactorial disorder. The hereditary condition is transmitted as an autosomal recessive trait.","Neurotoxicity, drug-induced;Toxicity;Alzheimers disease",,,,"
"
1w8m_v,3,2.458,0.8192,0.0952056,1,2,0,0,0,0,Peptidyl-prolyl cis-trans isomerase A,NONE,P62937,"Posttranslational modification, protein turnover, chaperones",NONE,"For treatment of transplant rejection, rheumatoid arthritis, severe psoriasis",,,,"
"
